strain	date	accession	country	region
A/Victoria/695/2017	2017-08-17	MN573895	Australia	S
A/Victoria/7/2015	2015-05-15	CY252823	Australia	S
A/Victoria/70/2016	2016-08-12	CY254769	Australia	S
A/Victoria/700/2017	2017-08-30	MN573903	Australia	S
A/Victoria/701/2018	2018-09-21	MN573911	Australia	S
A/Victoria/703/2018	2018-09-21	MN573919	Australia	S
A/Victoria/705/2017	2017-08-29	MN573935	Australia	S
A/Victoria/71/2016	2016-08-22	CY254993	Australia	S
A/Victoria/712/2017	2017-08-31	MN573959	Australia	S
A/Victoria/713/2018	2018-09-01	MN573975	Australia	S
A/Victoria/716/2017	2017-08-30	MN573991	Australia	S
A/Victoria/72/2016	2016-08-29	CY255009	Australia	S
A/Victoria/721/2018	2018-08-31	MN574007	Australia	S
A/Victoria/722/2018	2018-08-25	MN574023	Australia	S
A/Victoria/733/2018	2018-09-10	MN574047	Australia	S
A/Victoria/76/2017	2017-08-03	MN574087	Australia	S
A/Victoria/801/2017	2017-08-17	MN574111	Australia	S
A/Victoria/802/2017	2017-08-17	MN574119	Australia	S
A/Victoria/803/2015	2015-06-17	CY252743	Australia	S
A/Victoria/804/2017	2017-08-17	MN574127	Australia	S
A/Victoria/808/2016	2016-08-13	CY254697	Australia	S
A/Victoria/810/2017	2017-08-18	MN574143	Australia	S
A/Victoria/820/2015	2015-07-23	CY253122	Australia	S
A/Victoria/822/2017	2017-08-20	MN574159	Australia	S
A/Victoria/827/2017	2017-08-21	MN574175	Australia	S
A/Victoria/829/2017	2017-08-21	MN574183	Australia	S
A/Victoria/835/2015	2015-08-01	CY253178	Australia	S
A/Victoria/837/2015	2015-08-03	CY253154	Australia	S
A/Victoria/861/2015	2015-08-10	CY253162	Australia	S
A/Victoria/862/2015	2015-08-10	CY253202	Australia	S
A/Victoria/89/2017	2017-07-20	MN574199	Australia	S
A/Victoria/9/2015	2015-05-21	CY252879	Australia	S
A/Victoria/901/2015	2015-02-07	CY252247	Australia	S
A/Victoria/901/2018	2018-08-23	MN574207	Australia	S
A/Victoria/907/2018	2018-09-27	MN574215	Australia	S
A/Victoria/909/2016	2016-08-11	CY254833	Australia	S
A/Victoria/934/2017	2017-07-24	MN574239	Australia	S
A/Victoria/941/2017	2017-08-06	MN574263	Australia	S
A/Victoria/946/2017	2017-06-16	MN574271	Australia	S
A/Virginia/01/2017	2017-01-01	CY214954	USA	N
A/Virginia/01/2018	2018-01-17	MH083011	USA	N
A/Virginia/02/2015	2015-01-04	KT841223	USA	N
A/Virginia/03/2015	2015-01-04	KT841376	USA	N
A/Virginia/03/2017	2017-01-02	CY214946	USA	N
A/Virginia/03/2019	2019-01-08	MK745872	USA	N
A/Virginia/04/2015	2015-02-04	KT842253	USA	N
A/Virginia/06/2015	2015-01-03	KT841343	USA	N
A/Virginia/06/2018	2018-01-29	MH127329	USA	N
A/Virginia/07/2017	2017-01-18	CY216657	USA	N
A/Virginia/07/2019	2019-01-14	MK745888	USA	N
A/Virginia/08/2017	2017-01-22	CY216665	USA	N
A/Virginia/08/2018	2018-01-31	MH127337	USA	N
A/Virginia/09/2019	2019-01-16	MN223186	USA	N
A/Virginia/10/2015	2015-01-20	KT836399	USA	N
A/Virginia/10/2018	2018-02-08	MH586468	USA	N
A/Virginia/11/2017	2017-02-14	CY223990	USA	N
A/Virginia/11/2019	2019-01-28	MK772755	USA	N
A/Virginia/13/2018	2018-01-16	MH443684	USA	N
A/Virginia/13/2019	2019-02-19	MK857609	USA	N
A/Virginia/15/2018	2018-01-18	MH443699	USA	N
A/Virginia/18/2019	2019-02-18	MN248200	USA	N
A/Virginia/19/2018	2018-02-20	MH307311	USA	N
A/Virginia/19/2019	2019-02-18	MN248216	USA	N
A/Virginia/20/2018	2018-02-20	MH307319	USA	N
A/Virginia/22/2019	2019-03-04	MN248232	USA	N
A/Virginia/23/2018	2018-03-14	MH846070	USA	N
A/Virginia/24/2019	2019-03-25	MN085264	USA	N
A/Virginia/25/2017	2017-03-30	CY232324	USA	N
A/Virginia/25/2018	2018-03-14	MK240671	USA	N
A/Virginia/26/2016	2016-03-27	KX413110	USA	N
A/Virginia/26/2017	2017-03-30	CY232332	USA	N
A/Virginia/27/2016	2016-03-26	KX413118	USA	N
A/Virginia/27/2017	2017-04-07	CY234850	USA	N
A/Virginia/27/2019	2019-03-29	MN085272	USA	N
A/Virginia/28/2017	2017-04-19	CY234858	USA	N
A/Virginia/30/2017	2017-08-30	CY244894	USA	N
A/Virginia/30/2019	2019-04-01	MN373159	USA	N
A/Virginia/31/2018	2018-01-29	MH602106	USA	N
A/Virginia/31/2019	2019-04-03	MN319401	USA	N
A/Virginia/32/2015	2015-06-17	KT844372	USA	N
A/Virginia/32/2017	2017-10-21	CY258236	USA	N
A/Virginia/32/2018	2018-01-29	MH602108	USA	N
A/Virginia/33/2019	2019-04-13	MN221535	USA	N
A/Virginia/34/2017	2017-11-24	CY263176	USA	N
A/Virginia/34/2018	2018-02-09	MH602117	USA	N
A/Virginia/35/2017	2017-11-24	CY263184	USA	N
A/Virginia/35/2019	2019-04-23	MN223210	USA	N
A/Virginia/36/2018	2018-02-10	MH602137	USA	N
A/Virginia/37/2016	2016-04-20	KX413270	USA	N
A/Virginia/37/2018	2018-02-10	MH602146	USA	N
A/Virginia/38/2017	2017-12-08	MG831130	USA	N
A/Virginia/39/2016	2016-03-10	KX416056	USA	N
A/Virginia/40/2017	2017-12-20	MH083024	USA	N
A/Virginia/40/2019	2019-11-19	MN976058	USA	N
A/Virginia/41/2017	2017-12-21	MH083036	USA	N
A/Virginia/41/2018	2018-02-22	MH602177	USA	N
A/Virginia/42/2018	2018-02-26	MH602185	USA	N
A/Virginia/42/2019	2019-12-09	MT031714	USA	N
A/Virginia/43/2016	2016-03-20	KX416272	USA	N
A/Virginia/44/2018	2018-04-10	MH601041	USA	N
A/Virginia/45/2018	2018-04-11	MH601049	USA	N
A/Virginia/50/2018	2018-04-14	MH601057	USA	N
A/Virginia/52/2016	2016-04-13	KX917764	USA	N
A/Virginia/53/2018	2018-05-09	MH669779	USA	N
A/Virginia/55/2016	2016-04-20	KX917756	USA	N
A/Virginia/55/2018	2018-11-26	MK446067	USA	N
A/Virginia/5663/2016	2016-12-20	CY234945	USA	N
A/Virginia/5795/2017	2017-01-13	CY243907	USA	N
A/Virginia/5860/2017	2017-01-25	CY243972	USA	N
A/Virginia/5964/2017	2017-02-05	CY244076	USA	N
A/Virginia/61/2016	2016-10-24	KY289103	USA	N
A/Virginia/6183/2017	2017-03-01	CY244295	USA	N
A/Virginia/6184/2017	2017-03-03	CY244296	USA	N
A/Virginia/6187/2017	2017-03-15	CY244299	USA	N
A/Virginia/63/2016	2016-11-30	CY210807	USA	N
A/Virginia/64/2016	2016-12-06	CY212434	USA	N
A/Virginia/65/2016	2016-12-06	CY212450	USA	N
A/Virginia/66/2016	2016-12-09	CY212442	USA	N
A/Virginia/68/2016	2016-12-14	CY212466	USA	N
A/Virginia/7005/2018	2018-02-09	MK381537	USA	N
A/Virginia/7264/2018	2018-04-04	MK401430	USA	N
A/Virginia/7390/2018	2018-02-08	MK503032	USA	N
A/Virginia/7393/2018	2018-04-13	MK503048	USA	N
A/Virginia/7441/2018	2018-04-16	MK503056	USA	N
A/Virginia/8400/2019	2019-01-29	MK786583	USA	N
A/Virginia/8705/2019	2019-02-05	MK869691	USA	N
A/Virginia/8843/2019	2019-03-12	MK912286	USA	N
A/Virginia/8844/2019	2019-03-12	MK913270	USA	N
A/Virginia/8847/2019	2019-03-13	MK913294	USA	N
A/Virginia/9010/2019	2019-02-07	MK928106	USA	N
A/Virginia/9140/2019	2019-03-13	MN170104	USA	N
A/Virginia/9142/2019	2019-03-15	MN170120	USA	N
A/Virginia/9143/2019	2019-03-15	MN170128	USA	N
A/Virginia/9589/2019	2019-04-01	MN075010	USA	N
A/Virginia/NHRC-OID_FDX130137/2019	2019-01-11	MK633841	USA	N
A/Virginia/NHRC-OID_FDX140152/2019	2019-01-22	MK899394	USA	N
A/Virginia/NHRC-OID_FDX150055/2019	2019-01-25	MK899426	USA	N
A/Virginia/NHRC_OID_FDX150073/2019	2019-02-21	MN873964	USA	N
A/Virginia/NHRC_OID_FDX150097/2019	2019-03-12	MN873972	USA	N
A/Virginia/NHRC_TRU0003/2015	2015-01-23	KT374342	USA	N
A/Vladimir/87/2019	2019-02-21	MN061211	Russia	N
A/Washington/02/2015	2015-01-02	KT841242	USA	N
A/Washington/02/2017	2017-01-10	CY218086	USA	N
A/Washington/03/2017	2017-01-10	CY218094	USA	N
A/Washington/04/2015	2015-01-30	KT835968	USA	N
A/Washington/04/2017	2017-01-04	CY215042	USA	N
A/Washington/05/2015	2015-02-06	KT842133	USA	N
A/Washington/05/2016	2016-01-12	KX414025	USA	N
A/Washington/05/2017	2017-01-04	CY215050	USA	N
A/Washington/06/2015	2015-01-27	KT836104	USA	N
A/Washington/07/2015	2015-01-06	KY090061	USA	N
A/Washington/07/2017	2017-01-20	CY226543	USA	N
A/Washington/09/2015	2015-01-22	KY090309	USA	N
A/Washington/09/2017	2017-01-24	CY226551	USA	N
A/Washington/101/2016	2016-12-15	CY212954	USA	N
A/Washington/102/2016	2016-10-31	CY213178	USA	N
A/Washington/104/2016	2016-11-15	CY213194	USA	N
A/Washington/106/2016	2016-12-18	CY243431	USA	N
A/Washington/110/2016	2016-12-27	CY214650	USA	N
A/Washington/111/2016	2016-12-27	CY214658	USA	N
A/Washington/12/2015	2015-02-18	KT842425	USA	N
A/Washington/13/2015	2015-02-25	KT842261	USA	N
A/Washington/130/2019	2019-02-16	MK857625	USA	N
A/Washington/131/2019	2019-02-25	MK857632	USA	N
A/Washington/133/2019	2019-03-07	MN002701	USA	N
A/Washington/15/2017	2017-01-24	CY221814	USA	N
A/Washington/16/2015	2015-02-13	KT842404	USA	N
A/Washington/16/2017	2017-01-25	CY238811	USA	N
A/Washington/165/2019	2019-03-22	MN223237	USA	N
A/Washington/166/2019	2019-03-26	MN223245	USA	N
A/Washington/17/2016	2016-01-19	KX414249	USA	N
A/Washington/170/2019	2019-03-21	MN223261	USA	N
A/Washington/18/2015	2015-01-21	KT835927	USA	N
A/Washington/180/2018	2018-09-21	MK244851	USA	N
A/Washington/181/2018	2018-09-24	MK244819	USA	N
A/Washington/184/2018	2018-10-08	MK292617	USA	N
A/Washington/186/2018	2018-10-26	MK624606	USA	N
A/Washington/19/2017	2017-02-16	CY227038	USA	N
A/Washington/192/2018	2018-11-16	MK624619	USA	N
A/Washington/194/2018	2018-12-10	MK772072	USA	N
A/Washington/197/2018	2018-12-18	MK624627	USA	N
A/Washington/20/2017	2017-02-08	CY222021	USA	N
A/Washington/21/2015	2015-03-06	KT842874	USA	N
A/Washington/22/2015	2015-02-24	KY089310	USA	N
A/Washington/23/2017	2017-02-12	CY222029	USA	N
A/Washington/24/2015	2015-03-01	KY089742	USA	N
A/Washington/24/2017	2017-01-30	CY223029	USA	N
A/Washington/25/2017	2017-02-21	CY223037	USA	N
A/Washington/26/2016	2016-01-19	KX414577	USA	N
A/Washington/28/2017	2017-03-06	CY230197	USA	N
A/Washington/289/2017	2017-04-04	CY235768	USA	N
A/Washington/29/2015	2015-01-28	KT835862	USA	N
A/Washington/29/2016	2016-02-18	KX415048	USA	N
A/Washington/29/2017	2017-02-27	CY225342	USA	N
A/Washington/291/2017	2017-04-26	CY235776	USA	N
A/Washington/292/2017	2017-05-08	CY238851	USA	N
A/Washington/294/2017	2017-07-07	CY242238	USA	N
A/Washington/296/2017	2017-09-16	CY250404	USA	N
A/Washington/297/2017	2017-09-16	CY245470	USA	N
A/Washington/298/2017	2017-08-17	CY255805	USA	N
A/Washington/30/2015	2015-01-30	KT835948	USA	N
A/Washington/30/2016	2016-02-19	KY044366	USA	N
A/Washington/30/2017	2017-03-03	CY225334	USA	N
A/Washington/302/2017	2017-09-25	CY256173	USA	N
A/Washington/303/2017	2017-09-28	CY256165	USA	N
A/Washington/304/2017	2017-09-30	CY256181	USA	N
A/Washington/31/2018	2018-01-12	MH080251	USA	N
A/Washington/32/2015	2015-03-11	KY090466	USA	N
A/Washington/32/2018	2018-01-12	MH080259	USA	N
A/Washington/323/2017	2017-12-14	CY265109	USA	N
A/Washington/327/2017	2017-12-16	MH083040	USA	N
A/Washington/328/2017	2017-12-19	MH083052	USA	N
A/Washington/33/2015	2015-03-12	KT843013	USA	N
A/Washington/33/2017	2017-03-19	CY228589	USA	N
A/Washington/33/2018	2018-01-21	MH127345	USA	N
A/Washington/34/2015	2015-03-16	KT843007	USA	N
A/Washington/341/2017	2017-12-02	MH080267	USA	N
A/Washington/346/2017	2017-12-23	MH246863	USA	N
A/Washington/35/2015	2015-03-18	KT842976	USA	N
A/Washington/35/2016	2016-02-05	KX415088	USA	N
A/Washington/36/2015	2015-05-10	KT844051	USA	N
A/Washington/36/2016	2016-02-12	KX415096	USA	N
A/Washington/37/2015	2015-05-06	KT844382	USA	N
A/Washington/37/2017	2017-03-20	CY234408	USA	N
A/Washington/39/2015	2015-07-14	KT844260	USA	N
A/Washington/40/2017	2017-04-17	CY235616	USA	N
A/Washington/41/2015	2015-08-31	KU590571	USA	N
A/Washington/41/2016	2016-03-04	KX917220	USA	N
A/Washington/4374/2015	2015-01-03	CY193627	USA	N
A/Washington/4377/2015	2015-01-04	CY193630	USA	N
A/Washington/44/2015	2015-09-07	KU590595	USA	N
A/Washington/4495/2015	2015-01-01	CY193748	USA	N
A/Washington/45/2015	2015-06-16	KX004005	USA	N
A/Washington/4574/2015	2015-01-17	CY193827	USA	N
A/Washington/4575/2015	2015-01-07	CY193828	USA	N
A/Washington/4576/2015	2015-01-07	CY193829	USA	N
A/Washington/4577/2015	2015-01-07	CY193830	USA	N
A/Washington/4580/2015	2015-01-12	CY193833	USA	N
A/Washington/4582/2015	2015-01-19	CY193835	USA	N
A/Washington/4584/2015	2015-01-15	CY193837	USA	N
A/Washington/4586/2015	2015-01-17	CY193839	USA	N
A/Washington/4588/2015	2015-01-16	CY193841	USA	N
A/Washington/4589/2015	2015-01-17	CY193842	USA	N
A/Washington/4591/2015	2015-02-02	CY193844	USA	N
A/Washington/46/2015	2015-09-15	KX004013	USA	N
A/Washington/4724/2015	2015-01-07	CY193977	USA	N
A/Washington/4725/2015	2015-01-09	CY193978	USA	N
A/Washington/4726/2015	2015-01-22	CY193979	USA	N
A/Washington/4788/2015	2015-01-29	CY194041	USA	N
A/Washington/48/2015	2015-09-19	KU591381	USA	N
A/Washington/48/2018	2018-01-30	MH586500	USA	N
A/Washington/4895/2015	2015-09-22	CY208128	USA	N
A/Washington/4896/2015	2015-09-18	CY208129	USA	N
A/Washington/4897/2015	2015-09-22	CY208130	USA	N
A/Washington/49/2015	2015-10-04	KU591123	USA	N
A/Washington/50/2016	2016-03-31	KY044463	USA	N
A/Washington/52/2016	2016-04-11	KX416824	USA	N
A/Washington/5310/2016	2016-02-24	CY209795	USA	N
A/Washington/5395/2016	2016-03-20	CY209880	USA	N
A/Washington/5397/2016	2016-04-03	CY209882	USA	N
A/Washington/56/2015	2015-10-20	KU591334	USA	N
A/Washington/56/2016	2016-03-21	KX917468	USA	N
A/Washington/5615/2016	2016-09-18	CY234897	USA	N
A/Washington/5616/2016	2016-10-07	CY234898	USA	N
A/Washington/5617/2016	2016-09-04	CY234899	USA	N
A/Washington/57/2018	2018-02-19	MH246871	USA	N
A/Washington/5714/2016	2016-12-20	CY234996	USA	N
A/Washington/5715/2017	2017-01-03	CY234997	USA	N
A/Washington/5750/2017	2017-01-12	CY235032	USA	N
A/Washington/5751/2016	2016-12-21	CY235033	USA	N
A/Washington/5796/2017	2017-01-05	CY243908	USA	N
A/Washington/5797/2017	2017-01-10	CY243909	USA	N
A/Washington/5798/2016	2016-12-18	CY243910	USA	N
A/Washington/5800/2016	2016-12-26	CY243912	USA	N
A/Washington/5803/2017	2017-01-08	CY243915	USA	N
A/Washington/5804/2017	2017-01-09	CY243916	USA	N
A/Washington/5805/2017	2017-01-10	CY243917	USA	N
A/Washington/5807/2017	2017-01-11	CY243919	USA	N
A/Washington/5808/2017	2017-01-20	CY243920	USA	N
A/Washington/5809/2017	2017-01-23	CY243921	USA	N
A/Washington/5861/2016	2016-12-27	CY243973	USA	N
A/Washington/5862/2016	2016-12-27	CY243974	USA	N
A/Washington/5864/2016	2016-12-29	CY243976	USA	N
A/Washington/5866/2016	2016-12-27	CY243978	USA	N
A/Washington/5867/2017	2017-01-04	CY243979	USA	N
A/Washington/5868/2016	2016-12-31	CY243980	USA	N
A/Washington/6069/2017	2017-01-13	CY244181	USA	N
A/Washington/6071/2017	2017-01-17	CY244183	USA	N
A/Washington/6188/2017	2017-02-17	CY244300	USA	N
A/Washington/6189/2017	2017-01-20	CY244301	USA	N
A/Washington/6191/2017	2017-02-01	CY244303	USA	N
A/Washington/6192/2017	2017-01-20	CY244304	USA	N
A/Washington/63/2016	2016-04-06	KX917612	USA	N
A/Washington/64/2015	2015-12-15	KX412542	USA	N
A/Washington/6420/2017	2017-11-13	MH294767	USA	N
A/Washington/6423/2017	2017-11-19	MH294770	USA	N
A/Washington/644/2019	2019-05-06	MN223266	USA	N
A/Washington/648/2019	2019-08-24	MN638691	USA	N
A/Washington/65/2016	2016-04-07	KX917956	USA	N
A/Washington/652/2019	2019-09-24	MN820403	USA	N
A/Washington/653/2019	2019-10-03	MN820411	USA	N
A/Washington/658/2019	2019-10-11	MN881956	USA	N
A/Washington/66/2015	2015-12-01	KX413537	USA	N
A/Washington/662/2019	2019-10-28	MN949041	USA	N
A/Washington/664/2019	2019-11-08	MN949049	USA	N
A/Washington/6663/2017	2017-12-24	MH779011	USA	N
A/Washington/6664/2018	2018-01-08	MH779012	USA	N
A/Washington/669/2019	2019-12-15	MT031738	USA	N
A/Washington/68/2015	2015-12-08	KX413569	USA	N
A/Washington/68/2018	2018-03-05	MH307335	USA	N
A/Washington/6846/2018	2018-01-20	MH885260	USA	N
A/Washington/6847/2018	2018-01-20	MH885261	USA	N
A/Washington/694/2019	2019-12-22	MT169388	USA	N
A/Washington/695/2019	2019-12-26	MT169397	USA	N
A/Washington/696/2019	2019-12-27	MT169405	USA	N
A/Washington/71/2016	2016-04-24	KX917972	USA	N
A/Washington/71/2018	2018-03-12	MH358902	USA	N
A/Washington/7195/2018	2018-02-07	MK400791	USA	N
A/Washington/7196/2018	2018-02-07	MK400792	USA	N
A/Washington/72/2016	2016-05-02	KX917948	USA	N
A/Washington/7265/2018	2018-02-06	MK401431	USA	N
A/Washington/73/2015	2015-09-18	KX412966	USA	N
A/Washington/7394/2018	2018-03-02	MK503072	USA	N
A/Washington/7395/2018	2018-03-13	MK503080	USA	N
A/Washington/74/2015	2015-09-22	KX412974	USA	N
A/Washington/74/2018	2018-03-18	MH358914	USA	N
A/Washington/75/2016	2016-05-13	KX916756	USA	N
A/Washington/77/2016	2016-10-03	KY116438	USA	N
A/Washington/78/2016	2016-10-05	KY116446	USA	N
A/Washington/79/2016	2016-10-14	KY289579	USA	N
A/Washington/80/2016	2016-10-19	KY289627	USA	N
A/Washington/82/2016	2016-10-16	KY289439	USA	N
A/Washington/83/2018	2018-03-25	MK181788	USA	N
A/Washington/8408/2019	2019-02-01	MK786607	USA	N
A/Washington/85/2016	2016-10-31	CY209312	USA	N
A/Washington/85/2018	2018-03-26	MK241012	USA	N
A/Washington/87/2016	2016-11-29	CY217914	USA	N
A/Washington/8708/2019	2019-02-04	MK869707	USA	N
A/Washington/8853/2019	2019-03-12	MK913334	USA	N
A/Washington/90/2016	2016-12-05	CY218937	USA	N
A/Washington/90/2018	2018-03-31	MH601073	USA	N
A/Washington/9145/2019	2019-03-15	MN170144	USA	N
A/Washington/9146/2019	2019-03-04	MN170152	USA	N
A/Washington/9154/2019	2019-03-14	MN170208	USA	N
A/Washington/9156/2019	2019-03-17	MN170224	USA	N
A/Washington/92/2018	2018-04-06	MH601081	USA	N
A/Washington/94/2016	2016-12-12	CY217970	USA	N
A/Washington/94/2018	2018-04-24	MH601097	USA	N
A/Washington/9442/2019	2019-02-14	MK961060	USA	N
A/Washington/9449/2019	2019-02-28	MK961076	USA	N
A/Washington/9450/2019	2019-02-28	MK961084	USA	N
A/Washington/9590/2019	2019-03-21	MN075018	USA	N
A/Washington/9596/2019	2019-03-21	MN075050	USA	N
A/Washington/9597/2019	2019-03-14	MN075058	USA	N
A/Washington/9598/2019	2019-03-14	MN075066	USA	N
A/Washington/9602/2019	2019-03-17	MN075098	USA	N
A/Washington/9603/2019	2019-03-18	MN075106	USA	N
A/Washington/9604/2019	2019-03-18	MN075114	USA	N
A/Washington/97/2018	2018-04-15	MH729565	USA	N
A/Washington/9721/2019	2019-04-15	MN081538	USA	N
A/Washington/9753/2019	2019-03-22	MN154313	USA	N
A/Washington/9757/2019	2019-03-24	MN154337	USA	N
A/Washington/9760/2019	2019-03-26	MN154361	USA	N
A/Washington/9762/2019	2019-03-30	MN154176	USA	N
A/Washington/9764/2019	2019-04-10	MN154177	USA	N
A/Washington/98/2016	2016-12-27	CY217994	USA	N
A/Washington/9847/2019	2019-08-09	MN519386	USA	N
A/Washington/99/2016	2016-12-27	CY218002	USA	N
A/WestVirginia/01/2015	2015-01-02	KT841834	USA	N
A/WestVirginia/01/2017	2017-01-03	CY214570	USA	N
A/WestVirginia/01/2018	2018-01-10	MH083060	USA	N
A/WestVirginia/01/2019	2019-01-01	MK745920	USA	N
A/WestVirginia/02/2015	2015-01-28	KT835832	USA	N
A/WestVirginia/02/2017	2017-01-14	CY216681	USA	N
A/WestVirginia/02/2018	2018-01-11	MH083064	USA	N
A/WestVirginia/03/2017	2017-01-23	CY227150	USA	N
A/WestVirginia/04/2015	2015-01-26	KY090378	USA	N
A/WestVirginia/04/2017	2017-01-26	CY227158	USA	N
A/WestVirginia/04/2018	2018-01-10	MH127364	USA	N
A/WestVirginia/06/2015	2015-01-22	KT836091	USA	N
A/WestVirginia/06/2016	2016-10-25	CY209056	USA	N
A/WestVirginia/06/2017	2017-02-01	CY224030	USA	N
A/WestVirginia/06/2018	2018-01-23	MH127369	USA	N
A/WestVirginia/07/2016	2016-10-25	KY289131	USA	N
A/WestVirginia/07/2017	2017-02-04	CY224038	USA	N
A/WestVirginia/07/2019	2019-01-15	MK745944	USA	N
A/WestVirginia/08/2015	2015-01-22	KY090383	USA	N
A/WestVirginia/08/2016	2016-10-31	CY210393	USA	N
A/WestVirginia/09/2017	2017-02-13	CY228389	USA	N
A/WestVirginia/09/2018	2018-02-06	MH585830	USA	N
A/WestVirginia/09/2019	2019-01-24	MK772766	USA	N
A/WestVirginia/10/2016	2016-11-25	CY211962	USA	N
A/WestVirginia/10/2018	2018-02-19	MH246225	USA	N
A/WestVirginia/11/2017	2017-03-06	CY231125	USA	N
A/WestVirginia/12/2018	2018-02-22	MH246887	USA	N
A/WestVirginia/13/2016	2016-12-13	CY214554	USA	N
A/WestVirginia/13/2017	2017-03-13	CY232444	USA	N
A/WestVirginia/14/2016	2016-12-16	CY214562	USA	N
A/WestVirginia/14/2017	2017-03-15	CY235488	USA	N
A/WestVirginia/14/2018	2018-02-20	MK240823	USA	N
A/WestVirginia/14/2019	2019-02-13	MK857665	USA	N
A/WestVirginia/15/2016	2016-12-27	CY216673	USA	N
A/WestVirginia/15/2019	2019-02-13	MK857673	USA	N
A/WestVirginia/16/2017	2017-04-01	CY232460	USA	N
A/WestVirginia/17/2017	2017-04-08	CY236035	USA	N
A/WestVirginia/17/2018	2018-03-21	MH358918	USA	N
A/WestVirginia/18/2017	2017-04-30	CY234866	USA	N
A/WestVirginia/18/2018	2018-03-23	MH358926	USA	N
A/WestVirginia/20/2017	2017-06-06	CY239880	USA	N
A/WestVirginia/21/2017	2017-06-08	CY239872	USA	N
A/WestVirginia/21/2018	2018-03-29	MK241196	USA	N
A/WestVirginia/22/2017	2017-06-29	CY242054	USA	N
A/WestVirginia/23/2015	2015-10-08	KU591103	USA	N
A/WestVirginia/23/2018	2018-04-09	MH601105	USA	N
A/WestVirginia/23/2019	2019-03-11	MN085291	USA	N
A/WestVirginia/24/2015	2015-10-19	KU591598	USA	N
A/WestVirginia/24/2017	2017-10-29	CY260622	USA	N
A/WestVirginia/24/2018	2018-04-10	MH601113	USA	N
A/WestVirginia/25/2019	2019-03-22	MN085304	USA	N
A/WestVirginia/26/2018	2018-04-25	MH601123	USA	N
A/WestVirginia/28/2019	2019-03-31	MN085312	USA	N
A/WestVirginia/30/2017	2017-12-07	MG831147	USA	N
A/WestVirginia/33/2017	2017-12-27	MH081859	USA	N
A/WestVirginia/35/2019	2019-04-25	MN373207	USA	N
A/WestVirginia/36/2019	2019-05-24	MN319438	USA	N
A/WestVirginia/44/2019	2019-12-19	MT169412	USA	N
A/Wisconsin/01/2015	2015-01-02	KT841754	USA	N
A/Wisconsin/01/2017	2017-01-03	CY218008	USA	N
A/Wisconsin/02/2015	2015-01-06	KT841842	USA	N
A/Wisconsin/02/2017	2017-01-03	CY214002	USA	N
A/Wisconsin/03/2015	2015-01-02	KT841175	USA	N
A/Wisconsin/03/2017	2017-01-03	CY214010	USA	N
A/Wisconsin/03/2020	2020-01-09	MT169436	USA	N
A/Wisconsin/04/2017	2017-01-09	CY226471	USA	N
A/Wisconsin/04/2018	2018-01-02	MH669798	USA	N
A/Wisconsin/04/2020	2020-01-10	MT169452	USA	N
A/Wisconsin/05/2015	2015-01-27	KT836350	USA	N
A/Wisconsin/05/2017	2017-01-11	CY226479	USA	N
A/Wisconsin/06/2017	2017-01-13	CY218110	USA	N
A/Wisconsin/07/2015	2015-02-13	KT842465	USA	N
A/Wisconsin/07/2017	2017-01-13	CY218118	USA	N
A/Wisconsin/07/2019	2019-01-20	MK745976	USA	N
A/Wisconsin/08/2015	2015-02-06	KT842230	USA	N
A/Wisconsin/10/2017	2017-01-18	CY226527	USA	N
A/Wisconsin/100/2018	2018-08-18	MK027694	USA	N
A/Wisconsin/103/2018	2018-08-23	MK077488	USA	N
A/Wisconsin/105/2018	2018-09-04	MK077496	USA	N
A/Wisconsin/11/2017	2017-01-24	CY226535	USA	N
A/Wisconsin/131/2019	2019-03-11	MN002789	USA	N
A/Wisconsin/132/2019	2019-03-12	MN002797	USA	N
A/Wisconsin/133/2019	2019-03-12	MN002805	USA	N
A/Wisconsin/14/2015	2015-02-10	KT842225	USA	N
A/Wisconsin/15/2015	2015-02-03	KT842209	USA	N
A/Wisconsin/15/2017	2017-01-20	CY216441	USA	N
A/Wisconsin/16/2015	2015-03-04	KT843113	USA	N
A/Wisconsin/17/2015	2015-01-16	KY090387	USA	N
A/Wisconsin/19/2015	2015-01-22	KT836090	USA	N
A/Wisconsin/19/2017	2017-01-23	CY239705	USA	N
A/Wisconsin/20/2015	2015-02-24	KT842521	USA	N
A/Wisconsin/22/2015	2015-02-27	KT842157	USA	N
A/Wisconsin/22/2016	2016-01-31	KX414545	USA	N
A/Wisconsin/23/2015	2015-02-26	KT842672	USA	N
A/Wisconsin/24/2015	2015-03-09	KT842831	USA	N
A/Wisconsin/26/2017	2017-02-22	CY226998	USA	N
A/Wisconsin/27/2016	2016-02-18	KX414968	USA	N
A/Wisconsin/27/2017	2017-02-22	CY227006	USA	N
A/Wisconsin/27/2019	2019-01-31	MN002824	USA	N
A/Wisconsin/28/2015	2015-01-28	KY089675	USA	N
A/Wisconsin/28/2017	2017-03-07	CY230213	USA	N
A/Wisconsin/29/2016	2016-02-19	KX414976	USA	N
A/Wisconsin/29/2017	2017-03-07	CY230229	USA	N
A/Wisconsin/30/2020	2020-01-13	MT246159	USA	N
A/Wisconsin/31/2017	2017-03-01	CY223309	USA	N
A/Wisconsin/31/2020	2020-01-14	MT246167	USA	N
A/Wisconsin/312/2017	2017-05-01	CY234810	USA	N
